gid,state,county,ftr_type,ftr_name,ftr_azimut,topo_name,topo_date,topo_scale,compiledby,remarks,gda_id,scanid,dir,longitude,latitude
553105,OR,Klamath,"Gravel Pit",,0,Beatty,1960,62500,USGS,,5544240,282245,,-121.45506653099994,42.44437881600004
553273,OR,Klamath,"Gravel/Borrow Pit - Undifferentiated",,0,Bly,1960,62500,USGS,,5544272,282262,,-121.00713328599994,42.430205422000085
554311,OR,Klamath,Quarry,,0,"Fishhole Mtn.",1960,62500,USGS,,6088453,282496,,-120.93557656199994,42.457277411000064
554312,OR,Klamath,Quarry,,0,Beatty,1960,62500,USGS,,5544240,282245,,-121.39635095199992,42.35404495800009
554316,OR,Lake,Quarry,,0,"Fishhole Mtn.",1960,62500,USGS,,6088453,282496,,-120.8390995879999,42.325613170000054
554318,OR,Lake,Quarry,,0,"Fishhole Mtn.",1960,62500,USGS,,6088453,282496,,-120.83431527599993,42.326706914000056
554477,OR,Klamath,"Sand Pit",,0,"Fishhole Mtn.",1960,62500,USGS,,6088453,282496,,-120.9259776639999,42.35715454700005
367201,OR,Klamath,"Cinder Pit",,0,"Silver Dollar Flat",1988,24000,USGS,,5421662,281507,,-121.32944174799991,42.71668920900004
367204,OR,Klamath,"Cinder Pit",,0,"Ponina Butte",1988,24000,USGS,,5420918,281125,,-121.25038893199991,42.622032594000075
367210,OR,Klamath,"Cinder Pit",,0,"Riverbed Butte",1988,24000,USGS,,5421214,281278,,-121.0174926819999,42.66742891600006
367215,OR,Klamath,"Cinder Pit",,0,"Fuego Mountain",1988,24000,USGS,,5418578,279970,,-121.42662784499993,42.70428638000004
367221,OR,Klamath,"Cinder Pit",,0,"Silver Dollar Flat",1988,24000,USGS,,5421662,281507,,-121.31985197299991,42.66808248400008
367225,OR,Klamath,"Cinder Pit",,0,"Rodeo Butte",1988,24000,USGS,,5421260,281301,,-121.05368913099994,42.57877158300005
367234,OR,Klamath,"Cinder Pit",,0,"Ponina Butte",1988,24000,USGS,,5420918,281125,,-121.19364406099993,42.583729875000074
367251,OR,Klamath,"Cinder Pit",,0,"Ponina Butte",1988,24000,USGS,,5420918,281125,,-121.14062943199991,42.586571665000065
367252,OR,Klamath,"Cinder Pit",,0,"Riverbed Butte Spring",1988,24000,USGS,,5421210,281276,,-121.15295536499991,42.717812078000065
367261,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.18052211899993,42.816653888000076
367267,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.22876837199993,42.842989884000076
367272,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.18769793899992,42.82592667400007
367273,OR,Lake,"Cinder Pit",,0,"Hamelton Butte",1988,24000,USGS,,5418892,280130,,-121.3102090939999,42.83752058400006
367275,OR,Lake,"Cinder Pit",,0,"Partin Butte",1988,24000,USGS,,5420768,281045,,-121.23359731499994,42.889352011000085
367282,OR,Lake,"Cinder Pit",,0,"Hamelton Butte",1988,24000,USGS,,5418892,280130,,-121.28803759399995,42.778195029000074
367289,OR,Lake,"Cinder Pit",,0,"Hamelton Butte",1988,24000,USGS,,5418892,280130,,-121.26208170399991,42.86963655000005
367297,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.1953411959999,42.76261041100008
367307,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.19177918999992,42.81154826200009
367314,OR,Lake,"Cinder Pit",,0,"Sycan Marsh West",1988,24000,USGS,,5422106,281732,,-121.1921869819999,42.77115258100008
367323,OR,Lake,"Cinder Pit",,0,"Harvey Creek",1966,24000,USGS,,5418948,280158,,-120.83982797499993,42.73438929300005
368133,OR,Klamath,"Gravel Pit",,0,"Rodeo Butte",1988,24000,USGS,,5421260,281301,,-121.0768714159999,42.620732056000065
368148,OR,Klamath,"Gravel Pit",,0,"Shake Butte",2004,24000,USGS,,5421552,281452,,-120.9270927739999,42.67255732000007
368156,OR,Klamath,"Gravel Pit",,0,"Rodeo Butte",1988,24000,USGS,,5421260,281301,,-121.07694755799992,42.622549964000086
368158,OR,Klamath,"Gravel Pit",,0,"Silver Dollar Flat",1988,24000,USGS,,5421662,281507,,-121.30357667099992,42.65035169200007
368252,OR,Lake,"Gravel Pit",,0,"Lee Thomas Crossing",1966,24000,USGS,,5419696,280495,,-120.84064045899993,42.571548557000085
368274,OR,Lake,"Gravel Pit",,0,"Lee Thomas Crossing",2004,24000,USGS,,5419700,280497,,-120.86171329099994,42.622880647000045
369364,OR,Klamath,"Gravel/Borrow Pit - Undifferentiated","Rock Pit",0,"Sandhill Crossing",2004,24000,USGS,,5421416,281384,,-120.90778054299994,42.57489060100005
372462,OR,Lake,"Prospect Pit",,0,"Harvey Creek",1966,24000,USGS,,5418948,280158,,-120.81995847699994,42.63698951300006
374783,OR,Klamath,Quarry,,0,"Riverbed Butte Spring",1988,24000,USGS,,5421210,281276,,-121.15418463999993,42.69513260300005
374785,OR,Klamath,Quarry,,0,"Shake Butte",1966,24000,USGS,,5421548,281450,,-120.9244756949999,42.69478510600004
552872,OR,Klamath,"Cinder Pit",,0,"Riverbed Butte",1960,62500,USGS,,5545278,282840,,-121.05468387699995,42.579025192000074
50309,CA,Siskiyou,"Borrow Pit",,0,"Red Rock Lakes",1985,24000,"CA Dept Conserv",,5521531,294570,,-121.8283922999999,41.76803330200005
50310,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.05834099399993,41.76708795700006
50335,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.00387100599994,41.63742602000008
50337,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.02144007499993,41.77714037100009
50342,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.96039662999993,41.816908211000055
50344,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.07345895899994,41.79981715000008
50346,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.96150521099992,41.85204552200008
50363,CA,Siskiyou,"Borrow Pit",,0,"Sharp Mtn.",1988,24000,"CA Dept Conserv",,5523211,295144,,-121.80164622399991,41.62750849200006
50365,CA,Siskiyou,"Borrow Pit",,0,"Sharp Mtn.",1988,24000,"CA Dept Conserv",,5523211,295144,,-121.79468630699989,41.73595775900009
50368,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.90307635699992,41.77530212600004
50386,CA,Siskiyou,"Borrow Pit",,0,"Red Rock Lakes",1985,24000,"CA Dept Conserv",,5521531,294570,,-121.84600458299991,41.774987700000054
50398,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.07126926099994,41.69870871400008
50400,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.06207946799992,41.72798362000009
50408,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.05317580399992,41.654260976000046
50410,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04255833399992,41.68757822300006
50416,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.11416623399992,41.663797172000045
50417,CA,Siskiyou,"Borrow Pit",,0,Bray,1988,24000,"CA Dept Conserv","Labeled as Gravel Pit on 2001 map.",5509165,300000,,-121.95672264299992,41.69812004500005
50418,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.07214280599993,41.80041840500007
50428,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.98707183399989,41.83649348700004
50436,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.10851344299994,41.66260970400003
50447,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.98342167499993,41.83224468100008
50642,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04165154999993,41.67631034000004
50656,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.0331724319999,41.64398821000009
50670,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04175095099993,41.66673000800006
50672,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.00814735699993,41.72548137400008
50675,CA,Siskiyou,"Cinder Pit",,0,"West Haight Mtn.",1986,24000,"CA Dept Conserv",,5525839,295702,,-122.05204048699994,41.51513974800008
52293,CA,Siskiyou,"Gravel Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.02151297299991,41.639181492000034
52318,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.99049329799993,41.623989702000074
52323,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.9919569789999,41.62043894900006
52325,CA,Siskiyou,"Gravel Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.08238445099994,41.67323767500005
52337,CA,Siskiyou,"Gravel Pit",,0,"Ash Creek Butte",1986,24000,"CA Dept Conserv",,5507733,288078,,-122.07551577299989,41.49952280600007
52348,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.9296264439999,41.573291485000084
85699,CA,Siskiyou,Quarry,,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.92937218999992,41.80017490000006
85709,CA,Siskiyou,Quarry,,0,Penoyar,2001,24000,USGS,,5520579,101762,,-122.0428899229999,41.677219655000044
491053,CA,Siskiyou,"Gravel Pit",,0,Macdoel,1954,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5657741,298094,,-122.02809327799991,41.78075615800009
501821,CA,Siskiyou,Quarry,,0,"The Whaleback",1954,62500,USGS,,5504771,301820,,-122.04247964099994,41.67724121300006
48635,CA,Siskiyou,Adit,,347,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,n,-122.6162671859999,41.42787126200005
489990,CA,Siskiyou,Adit,Tunnel,359,"China Mtn.",1955,62500,USGS,,5501053,297089,n,-122.61676919399991,41.42788079500008
50293,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86114311499995,41.32676247000006
50304,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83422989699994,41.43640538800008
50321,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8320100169999,41.36675053300007
50325,CA,Siskiyou,"Borrow Pit",,0,"Fort Jones",1984,24000,"CA Dept Conserv",,5514055,290619,,-122.8266174979999,41.54261098600006
50334,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.8768403499999,41.41558633600005
50343,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.90442959799992,41.48023528900006
50345,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8452339079999,41.44835426000009
50348,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.87523837399993,41.279015091000076
50350,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.84111222199994,41.43669727000008
50359,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.84079763599993,41.448685123000075
50362,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.76778296099991,41.42826222000008
50366,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8462740679999,41.45337046100008
50367,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.80765752899993,41.33482748300008
50382,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83931239899994,41.432450704000075
50396,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82943294199993,41.49091098000008
50402,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86002426099992,41.276494170000035
50403,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.88351970899993,41.416402420000054
50406,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.86573009699993,41.404224431000046
